NWD_ID	HapMap_1000G_ID	SEQ_CTR	BUNDLE_ID	CRAM_URL	CRAI_URL	METADATA_JSON_URL
NWD230091	HG01110	Broad	d2249891-9ef7-5cf2-8382-5d572fc98c71	s3://cgp-commons-public/topmed_open_access/d2249891-9ef7-5cf2-8382-5d572fc98c71/NWD230091.recab.cram	s3://cgp-commons-public/topmed_open_access/d2249891-9ef7-5cf2-8382-5d572fc98c71/NWD230091.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/d2249891-9ef7-5cf2-8382-5d572fc98c71/metadata.json
NWD231092	HG01111	UW	c673d210-49f0-5fba-8085-390e1d3b8487	s3://cgp-commons-public/topmed_open_access/c673d210-49f0-5fba-8085-390e1d3b8487/NWD231092.recab.cram	s3://cgp-commons-public/topmed_open_access/c673d210-49f0-5fba-8085-390e1d3b8487/NWD231092.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/c673d210-49f0-5fba-8085-390e1d3b8487/metadata.json
NWD234815	HG01111	WashU	233bc61e-e9e8-5f75-a8d9-189cfced36fe	s3://cgp-commons-public/topmed_open_access/233bc61e-e9e8-5f75-a8d9-189cfced36fe/NWD234815.recab.cram	s3://cgp-commons-public/topmed_open_access/233bc61e-e9e8-5f75-a8d9-189cfced36fe/NWD234815.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/233bc61e-e9e8-5f75-a8d9-189cfced36fe/metadata.json
NWD245311	NA12878	Broad	fca3e67d-7a05-5b1b-8c21-b92d3b9396db	s3://cgp-commons-public/topmed_open_access/fca3e67d-7a05-5b1b-8c21-b92d3b9396db/NWD245311.recab.cram	s3://cgp-commons-public/topmed_open_access/fca3e67d-7a05-5b1b-8c21-b92d3b9396db/NWD245311.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/fca3e67d-7a05-5b1b-8c21-b92d3b9396db/metadata.json
NWD259170	HG01110	UW	0d6371a8-fc4f-5232-9660-e655903b17ea	s3://cgp-commons-public/topmed_open_access/0d6371a8-fc4f-5232-9660-e655903b17ea/NWD259170.recab.cram	s3://cgp-commons-public/topmed_open_access/0d6371a8-fc4f-5232-9660-e655903b17ea/NWD259170.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/0d6371a8-fc4f-5232-9660-e655903b17ea/metadata.json
NWD263474	NA19238	NYGC	098b40f5-34f7-5f1b-a0c4-4d12a5846b34	s3://cgp-commons-public/topmed_open_access/098b40f5-34f7-5f1b-a0c4-4d12a5846b34/NWD263474.recab.cram	s3://cgp-commons-public/topmed_open_access/098b40f5-34f7-5f1b-a0c4-4d12a5846b34/NWD263474.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/098b40f5-34f7-5f1b-a0c4-4d12a5846b34/metadata.json
NWD285363	NA19238	Broad	5120d264-b848-5419-b84a-fb9d58bb77a2	s3://cgp-commons-public/topmed_open_access/5120d264-b848-5419-b84a-fb9d58bb77a2/NWD285363.recab.cram	s3://cgp-commons-public/topmed_open_access/5120d264-b848-5419-b84a-fb9d58bb77a2/NWD285363.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5120d264-b848-5419-b84a-fb9d58bb77a2/metadata.json
NWD290849	NA19238	NYGC	4654080c-9a94-5fcf-a69c-c73059169207	s3://cgp-commons-public/topmed_open_access/4654080c-9a94-5fcf-a69c-c73059169207/NWD290849.recab.cram	s3://cgp-commons-public/topmed_open_access/4654080c-9a94-5fcf-a69c-c73059169207/NWD290849.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/4654080c-9a94-5fcf-a69c-c73059169207/metadata.json
NWD293295	NA19238	NYGC	06c4bd47-c8e2-5045-8bae-bfad24633c87	s3://cgp-commons-public/topmed_open_access/06c4bd47-c8e2-5045-8bae-bfad24633c87/NWD293295.recab.cram	s3://cgp-commons-public/topmed_open_access/06c4bd47-c8e2-5045-8bae-bfad24633c87/NWD293295.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/06c4bd47-c8e2-5045-8bae-bfad24633c87/metadata.json
NWD296991	NA19238	Baylor	53b9a38c-3bf7-5c70-8586-283e57ff2a16	s3://cgp-commons-public/topmed_open_access/53b9a38c-3bf7-5c70-8586-283e57ff2a16/NWD296991.recab.cram	s3://cgp-commons-public/topmed_open_access/53b9a38c-3bf7-5c70-8586-283e57ff2a16/NWD296991.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/53b9a38c-3bf7-5c70-8586-283e57ff2a16/metadata.json
NWD298195	NA12878	UW	67890b80-cddd-5090-9148-01c5e57c698b	s3://cgp-commons-public/topmed_open_access/67890b80-cddd-5090-9148-01c5e57c698b/NWD298195.recab.cram	s3://cgp-commons-public/topmed_open_access/67890b80-cddd-5090-9148-01c5e57c698b/NWD298195.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/67890b80-cddd-5090-9148-01c5e57c698b/metadata.json
NWD315195	NA12878	Broad	53616666-8c71-5db7-9e6d-fd9f7a14d518	s3://cgp-commons-public/topmed_open_access/53616666-8c71-5db7-9e6d-fd9f7a14d518/NWD315195.recab.cram	s3://cgp-commons-public/topmed_open_access/53616666-8c71-5db7-9e6d-fd9f7a14d518/NWD315195.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/53616666-8c71-5db7-9e6d-fd9f7a14d518/metadata.json
NWD315403	HG01249	UW	d688eb64-049c-5c3a-bc51-75e50791be49	s3://cgp-commons-public/topmed_open_access/d688eb64-049c-5c3a-bc51-75e50791be49/NWD315403.recab.cram	s3://cgp-commons-public/topmed_open_access/d688eb64-049c-5c3a-bc51-75e50791be49/NWD315403.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/d688eb64-049c-5c3a-bc51-75e50791be49/metadata.json
NWD316026	HG01249	WashU	6f05df48-f3c5-5289-9fdc-d519410c2719	s3://cgp-commons-public/topmed_open_access/6f05df48-f3c5-5289-9fdc-d519410c2719/NWD316026.recab.cram	s3://cgp-commons-public/topmed_open_access/6f05df48-f3c5-5289-9fdc-d519410c2719/NWD316026.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/6f05df48-f3c5-5289-9fdc-d519410c2719/metadata.json
NWD319341	NA19238	Broad	a4e58dc1-3425-54cf-bbe7-64dc01679da3	s3://cgp-commons-public/topmed_open_access/a4e58dc1-3425-54cf-bbe7-64dc01679da3/NWD319341.recab.cram	s3://cgp-commons-public/topmed_open_access/a4e58dc1-3425-54cf-bbe7-64dc01679da3/NWD319341.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/a4e58dc1-3425-54cf-bbe7-64dc01679da3/metadata.json
NWD373853	NA19238	Broad	8bae307d-9ffd-526c-b098-cd29f251f1ed	s3://cgp-commons-public/topmed_open_access/8bae307d-9ffd-526c-b098-cd29f251f1ed/NWD373853.recab.cram	s3://cgp-commons-public/topmed_open_access/8bae307d-9ffd-526c-b098-cd29f251f1ed/NWD373853.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/8bae307d-9ffd-526c-b098-cd29f251f1ed/metadata.json
NWD422016	NA19238	Broad	43029e62-c71a-5c41-a84a-da0795a16122	s3://cgp-commons-public/topmed_open_access/43029e62-c71a-5c41-a84a-da0795a16122/NWD422016.recab.cram	s3://cgp-commons-public/topmed_open_access/43029e62-c71a-5c41-a84a-da0795a16122/NWD422016.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/43029e62-c71a-5c41-a84a-da0795a16122/metadata.json
NWD428511	NA12878	Illumina	ca226d5f-f124-5058-97fa-44668716dfc1	s3://cgp-commons-public/topmed_open_access/ca226d5f-f124-5058-97fa-44668716dfc1/NWD428511.recab.cram	s3://cgp-commons-public/topmed_open_access/ca226d5f-f124-5058-97fa-44668716dfc1/NWD428511.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/ca226d5f-f124-5058-97fa-44668716dfc1/metadata.json
NWD433038	NA12878	UW	619d8595-e9dc-5f73-b76b-0dee62e58276	s3://cgp-commons-public/topmed_open_access/619d8595-e9dc-5f73-b76b-0dee62e58276/NWD433038.recab.cram	s3://cgp-commons-public/topmed_open_access/619d8595-e9dc-5f73-b76b-0dee62e58276/NWD433038.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/619d8595-e9dc-5f73-b76b-0dee62e58276/metadata.json
NWD434806	NA12878	Baylor	a37affc9-2138-5d29-bb26-b237d773b843	s3://cgp-commons-public/topmed_open_access/a37affc9-2138-5d29-bb26-b237d773b843/NWD434806.recab.cram	s3://cgp-commons-public/topmed_open_access/a37affc9-2138-5d29-bb26-b237d773b843/NWD434806.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/a37affc9-2138-5d29-bb26-b237d773b843/metadata.json
NWD444824	NA19238	Baylor	0a5f13d7-a1f5-55f6-994f-48f252ac61c7	s3://cgp-commons-public/topmed_open_access/0a5f13d7-a1f5-55f6-994f-48f252ac61c7/NWD444824.recab.cram	s3://cgp-commons-public/topmed_open_access/0a5f13d7-a1f5-55f6-994f-48f252ac61c7/NWD444824.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/0a5f13d7-a1f5-55f6-994f-48f252ac61c7/metadata.json
NWD446684	NA19238	Illumina	53ae11a8-ef4d-5aa6-9227-f372b422f5a1	s3://cgp-commons-public/topmed_open_access/53ae11a8-ef4d-5aa6-9227-f372b422f5a1/NWD446684.recab.cram	s3://cgp-commons-public/topmed_open_access/53ae11a8-ef4d-5aa6-9227-f372b422f5a1/NWD446684.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/53ae11a8-ef4d-5aa6-9227-f372b422f5a1/metadata.json
NWD455342	NA19238	UW	711e55a4-c3e9-50af-8a85-41829fb84cae	s3://cgp-commons-public/topmed_open_access/711e55a4-c3e9-50af-8a85-41829fb84cae/NWD455342.recab.cram	s3://cgp-commons-public/topmed_open_access/711e55a4-c3e9-50af-8a85-41829fb84cae/NWD455342.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/711e55a4-c3e9-50af-8a85-41829fb84cae/metadata.json
NWD463423	HG01249	NYGC	8f5cf669-b1a9-5f00-a726-18de8fb46fb6	s3://cgp-commons-public/topmed_open_access/8f5cf669-b1a9-5f00-a726-18de8fb46fb6/NWD463423.recab.cram	s3://cgp-commons-public/topmed_open_access/8f5cf669-b1a9-5f00-a726-18de8fb46fb6/NWD463423.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/8f5cf669-b1a9-5f00-a726-18de8fb46fb6/metadata.json
NWD465900	NA19238	Broad	c3524a5a-ac23-5a75-9004-8f19ee3d0100	s3://cgp-commons-public/topmed_open_access/c3524a5a-ac23-5a75-9004-8f19ee3d0100/NWD465900.recab.cram	s3://cgp-commons-public/topmed_open_access/c3524a5a-ac23-5a75-9004-8f19ee3d0100/NWD465900.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/c3524a5a-ac23-5a75-9004-8f19ee3d0100/metadata.json
NWD470340	NA12878	UW	9ac0f570-1dd4-5f13-b146-23cfd2d728fa	s3://cgp-commons-public/topmed_open_access/9ac0f570-1dd4-5f13-b146-23cfd2d728fa/NWD470340.recab.cram	s3://cgp-commons-public/topmed_open_access/9ac0f570-1dd4-5f13-b146-23cfd2d728fa/NWD470340.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9ac0f570-1dd4-5f13-b146-23cfd2d728fa/metadata.json
NWD479955	NA12878	Broad	f8232b19-9e07-534d-ba2e-86cd4a38987c	s3://cgp-commons-public/topmed_open_access/f8232b19-9e07-534d-ba2e-86cd4a38987c/NWD479955.recab.cram	s3://cgp-commons-public/topmed_open_access/f8232b19-9e07-534d-ba2e-86cd4a38987c/NWD479955.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/f8232b19-9e07-534d-ba2e-86cd4a38987c/metadata.json
NWD480514	NA19238	Broad	1111ec7b-675d-5c00-8aa4-7eea28f2b846	s3://cgp-commons-public/topmed_open_access/1111ec7b-675d-5c00-8aa4-7eea28f2b846/NWD480514.recab.cram	s3://cgp-commons-public/topmed_open_access/1111ec7b-675d-5c00-8aa4-7eea28f2b846/NWD480514.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/1111ec7b-675d-5c00-8aa4-7eea28f2b846/metadata.json
NWD490850	NA19238	UW	e259d394-9382-5cbd-bdf1-5122fad69e54	s3://cgp-commons-public/topmed_open_access/e259d394-9382-5cbd-bdf1-5122fad69e54/NWD490850.recab.cram	s3://cgp-commons-public/topmed_open_access/e259d394-9382-5cbd-bdf1-5122fad69e54/NWD490850.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e259d394-9382-5cbd-bdf1-5122fad69e54/metadata.json
NWD492101	HG01249	Baylor	e349610e-2214-5df6-a3fe-09928eff4d6a	s3://cgp-commons-public/topmed_open_access/e349610e-2214-5df6-a3fe-09928eff4d6a/NWD492101.recab.cram	s3://cgp-commons-public/topmed_open_access/e349610e-2214-5df6-a3fe-09928eff4d6a/NWD492101.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e349610e-2214-5df6-a3fe-09928eff4d6a/metadata.json
NWD495157	HG01111	Broad	7cb8741a-4601-5449-ad8f-fb542c72c42d	s3://cgp-commons-public/topmed_open_access/7cb8741a-4601-5449-ad8f-fb542c72c42d/NWD495157.recab.cram	s3://cgp-commons-public/topmed_open_access/7cb8741a-4601-5449-ad8f-fb542c72c42d/NWD495157.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/7cb8741a-4601-5449-ad8f-fb542c72c42d/metadata.json
NWD496530	NA12878	Broad	5c16f6ef-62fe-55c0-b680-f24fadf1edd1	s3://cgp-commons-public/topmed_open_access/5c16f6ef-62fe-55c0-b680-f24fadf1edd1/NWD496530.recab.cram	s3://cgp-commons-public/topmed_open_access/5c16f6ef-62fe-55c0-b680-f24fadf1edd1/NWD496530.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5c16f6ef-62fe-55c0-b680-f24fadf1edd1/metadata.json
NWD502718	NA19238	NYGC	569e282f-3e8c-5dc0-b49e-a6bf72a17e1d	s3://cgp-commons-public/topmed_open_access/569e282f-3e8c-5dc0-b49e-a6bf72a17e1d/NWD502718.recab.cram	s3://cgp-commons-public/topmed_open_access/569e282f-3e8c-5dc0-b49e-a6bf72a17e1d/NWD502718.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/569e282f-3e8c-5dc0-b49e-a6bf72a17e1d/metadata.json
NWD512755	NA12878	NYGC	51bfca7e-4180-51b7-aafc-a13c730723a6	s3://cgp-commons-public/topmed_open_access/51bfca7e-4180-51b7-aafc-a13c730723a6/NWD512755.recab.cram	s3://cgp-commons-public/topmed_open_access/51bfca7e-4180-51b7-aafc-a13c730723a6/NWD512755.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/51bfca7e-4180-51b7-aafc-a13c730723a6/metadata.json
NWD518110	NA19238	UW	d77f88ac-e7c1-5ab5-b598-c83468a84605	s3://cgp-commons-public/topmed_open_access/d77f88ac-e7c1-5ab5-b598-c83468a84605/NWD518110.recab.cram	s3://cgp-commons-public/topmed_open_access/d77f88ac-e7c1-5ab5-b598-c83468a84605/NWD518110.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/d77f88ac-e7c1-5ab5-b598-c83468a84605/metadata.json
NWD524030	NA19238	Baylor	0f0ab08f-9c18-57a1-808c-f48945685982	s3://cgp-commons-public/topmed_open_access/0f0ab08f-9c18-57a1-808c-f48945685982/NWD524030.recab.cram	s3://cgp-commons-public/topmed_open_access/0f0ab08f-9c18-57a1-808c-f48945685982/NWD524030.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/0f0ab08f-9c18-57a1-808c-f48945685982/metadata.json
NWD535753	NA12878	Broad	535cc096-1933-5ce9-8ab7-92e8f7d01069	s3://cgp-commons-public/topmed_open_access/535cc096-1933-5ce9-8ab7-92e8f7d01069/NWD535753.recab.cram	s3://cgp-commons-public/topmed_open_access/535cc096-1933-5ce9-8ab7-92e8f7d01069/NWD535753.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/535cc096-1933-5ce9-8ab7-92e8f7d01069/metadata.json
NWD548310	NA12878	Baylor	32ad73a6-a714-5467-b89c-ba09034ea9e0	s3://cgp-commons-public/topmed_open_access/32ad73a6-a714-5467-b89c-ba09034ea9e0/NWD548310.recab.cram	s3://cgp-commons-public/topmed_open_access/32ad73a6-a714-5467-b89c-ba09034ea9e0/NWD548310.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/32ad73a6-a714-5467-b89c-ba09034ea9e0/metadata.json
NWD578417	NA12878	UW	139f30ba-62d3-50fb-9177-ab3d370e29f8	s3://cgp-commons-public/topmed_open_access/139f30ba-62d3-50fb-9177-ab3d370e29f8/NWD578417.recab.cram	s3://cgp-commons-public/topmed_open_access/139f30ba-62d3-50fb-9177-ab3d370e29f8/NWD578417.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/139f30ba-62d3-50fb-9177-ab3d370e29f8/metadata.json
NWD578584	NA19238	Broad	b18e8670-ad64-5b4a-ae94-ea75acbb766c	s3://cgp-commons-public/topmed_open_access/b18e8670-ad64-5b4a-ae94-ea75acbb766c/NWD578584.recab.cram	s3://cgp-commons-public/topmed_open_access/b18e8670-ad64-5b4a-ae94-ea75acbb766c/NWD578584.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/b18e8670-ad64-5b4a-ae94-ea75acbb766c/metadata.json
NWD580039	NA12878	Broad	96c790a1-ebdb-5eff-9b71-b1c114c7f01a	s3://cgp-commons-public/topmed_open_access/96c790a1-ebdb-5eff-9b71-b1c114c7f01a/NWD580039.recab.cram	s3://cgp-commons-public/topmed_open_access/96c790a1-ebdb-5eff-9b71-b1c114c7f01a/NWD580039.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/96c790a1-ebdb-5eff-9b71-b1c114c7f01a/metadata.json
NWD585842	HG01110	Baylor	2d8cc7e8-f150-555c-b859-2df1ce515212	s3://cgp-commons-public/topmed_open_access/2d8cc7e8-f150-555c-b859-2df1ce515212/NWD585842.recab.cram	s3://cgp-commons-public/topmed_open_access/2d8cc7e8-f150-555c-b859-2df1ce515212/NWD585842.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/2d8cc7e8-f150-555c-b859-2df1ce515212/metadata.json
NWD611564	NA19238	Baylor	86668e79-a0a0-5bcc-b1fc-c5fb30dbf0d1	s3://cgp-commons-public/topmed_open_access/86668e79-a0a0-5bcc-b1fc-c5fb30dbf0d1/NWD611564.recab.cram	s3://cgp-commons-public/topmed_open_access/86668e79-a0a0-5bcc-b1fc-c5fb30dbf0d1/NWD611564.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/86668e79-a0a0-5bcc-b1fc-c5fb30dbf0d1/metadata.json
NWD614349	HG01111	WashU	4d12e16e-c83c-5577-bb72-544b2e24e7d6	s3://cgp-commons-public/topmed_open_access/4d12e16e-c83c-5577-bb72-544b2e24e7d6/NWD614349.recab.cram	s3://cgp-commons-public/topmed_open_access/4d12e16e-c83c-5577-bb72-544b2e24e7d6/NWD614349.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/4d12e16e-c83c-5577-bb72-544b2e24e7d6/metadata.json
NWD626020	NA19238	UW	5a48ab6c-56c3-53d9-8f66-98b09fe3ccf5	s3://cgp-commons-public/topmed_open_access/5a48ab6c-56c3-53d9-8f66-98b09fe3ccf5/NWD626020.recab.cram	s3://cgp-commons-public/topmed_open_access/5a48ab6c-56c3-53d9-8f66-98b09fe3ccf5/NWD626020.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5a48ab6c-56c3-53d9-8f66-98b09fe3ccf5/metadata.json
NWD626736	NA19238	Broad	e4b61c48-fb8c-5b63-8324-74f495f97560	s3://cgp-commons-public/topmed_open_access/e4b61c48-fb8c-5b63-8324-74f495f97560/NWD626736.recab.cram	s3://cgp-commons-public/topmed_open_access/e4b61c48-fb8c-5b63-8324-74f495f97560/NWD626736.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/e4b61c48-fb8c-5b63-8324-74f495f97560/metadata.json
NWD635737	HG01111	NYGC	46e29f86-2983-5658-9f93-5f8aea24a4a2	s3://cgp-commons-public/topmed_open_access/46e29f86-2983-5658-9f93-5f8aea24a4a2/NWD635737.recab.cram	s3://cgp-commons-public/topmed_open_access/46e29f86-2983-5658-9f93-5f8aea24a4a2/NWD635737.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/46e29f86-2983-5658-9f93-5f8aea24a4a2/metadata.json
NWD651125	NA19238	Baylor	492054ee-31e5-5516-ae96-fbba12fbc73d	s3://cgp-commons-public/topmed_open_access/492054ee-31e5-5516-ae96-fbba12fbc73d/NWD651125.recab.cram	s3://cgp-commons-public/topmed_open_access/492054ee-31e5-5516-ae96-fbba12fbc73d/NWD651125.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/492054ee-31e5-5516-ae96-fbba12fbc73d/metadata.json
NWD651283	NA19238	Baylor	5aca4a92-7f22-5d4c-9ca9-d78f643e6922	s3://cgp-commons-public/topmed_open_access/5aca4a92-7f22-5d4c-9ca9-d78f643e6922/NWD651283.recab.cram	s3://cgp-commons-public/topmed_open_access/5aca4a92-7f22-5d4c-9ca9-d78f643e6922/NWD651283.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/5aca4a92-7f22-5d4c-9ca9-d78f643e6922/metadata.json
NWD651359	NA19238	NYGC	9ccf3918-957b-58a5-96db-6edcde33e79a	s3://cgp-commons-public/topmed_open_access/9ccf3918-957b-58a5-96db-6edcde33e79a/NWD651359.recab.cram	s3://cgp-commons-public/topmed_open_access/9ccf3918-957b-58a5-96db-6edcde33e79a/NWD651359.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9ccf3918-957b-58a5-96db-6edcde33e79a/metadata.json
NWD652050	NA12878	Broad	631c7444-2d7c-5cdf-acdf-a4f8cb8083de	s3://cgp-commons-public/topmed_open_access/631c7444-2d7c-5cdf-acdf-a4f8cb8083de/NWD652050.recab.cram	s3://cgp-commons-public/topmed_open_access/631c7444-2d7c-5cdf-acdf-a4f8cb8083de/NWD652050.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/631c7444-2d7c-5cdf-acdf-a4f8cb8083de/metadata.json
NWD672633	NA19238	UW	9373e98e-cbad-53cd-832b-e976b347b10a	s3://cgp-commons-public/topmed_open_access/9373e98e-cbad-53cd-832b-e976b347b10a/NWD672633.recab.cram	s3://cgp-commons-public/topmed_open_access/9373e98e-cbad-53cd-832b-e976b347b10a/NWD672633.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/9373e98e-cbad-53cd-832b-e976b347b10a/metadata.json
NWD677194	NA12878	Broad	db05ef47-7ec9-58cc-9572-0a594beef090	s3://cgp-commons-public/topmed_open_access/db05ef47-7ec9-58cc-9572-0a594beef090/NWD677194.recab.cram	s3://cgp-commons-public/topmed_open_access/db05ef47-7ec9-58cc-9572-0a594beef090/NWD677194.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/db05ef47-7ec9-58cc-9572-0a594beef090/metadata.json
NWD684137	HG01249	Broad	3efd9f54-5275-5742-be11-29dc201aceba	s3://cgp-commons-public/topmed_open_access/3efd9f54-5275-5742-be11-29dc201aceba/NWD684137.recab.cram	s3://cgp-commons-public/topmed_open_access/3efd9f54-5275-5742-be11-29dc201aceba/NWD684137.recab.cram.crai	s3://cgp-commons-public/topmed_open_access/3efd9f54-5275-5742-be11-29dc201aceba/metadata.json
